pais,anio,sector_cod,sector,tecnologia_cod,tecnologia,pct,flag
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.79,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,3.3,
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.94,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.81,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.37,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.12,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,3.16,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,3.07,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,1.58,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.0,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.0,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.43,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,3.04,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.0,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.5,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,19.53,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,1.34,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.59,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.54,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.34,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,2.15,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,3.47,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TIR,Vision por computador,0.78,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,5.49,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,9.16,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,,u
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.21,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,2.55,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,,u
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,2.46,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,2.26,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,4.54,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,3.18,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,10.48,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,3.85,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.9,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.62,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,2.59,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,3.0,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.52,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,0.0,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.49,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,19.53,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,11.04,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,0.42,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,7.06,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,0.23,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,8.69,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,7.49,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TML,Machine learning,1.87,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.9,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,5.16,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.55,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.91,
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.58,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.27,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,4.03,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.0,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.27,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,2.47,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.78,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.52,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.0,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.5,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,7.77,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.68,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.21,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,1.18,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.11,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,4.11,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,2.56,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TNLG,Generacion de lenguaje,0.34,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,7.34,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,4.56,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,,u
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,0.0,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,1.83,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,4.42,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,,u
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,2.46,
EL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,5.24,
ES,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,4.62,
EU27_2020,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,3.85,
FI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,18.82,
FR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,2.8,
HR,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,3.79,
HU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,1.35,
IE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,4.2,
IT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,3.6,
LT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,3.42,
LU,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,2.7,
LV,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,1.0,
MT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,12.53,
NL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,8.27,
PL,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,1.1,
PT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,2.88,
RO,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,0.46,
SE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,10.3,
SI,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,0.0,
SK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPA,Automatizacion de procesos,1.11,
AT,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
BE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
BG,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
CY,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
CZ,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
DE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
DK,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
EE,2021,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",E_AI_TPVSG,Generacion de imagen/audio,,
