pais,anio,sector_cod,sector,tecnologia_cod,tecnologia,pct,flag
CZ,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
DE,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
DK,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
EE,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
EL,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
ES,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
EU27_2020,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
FI,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
FR,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
HR,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
HU,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
IE,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
IT,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
LT,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
LU,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
LV,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
MT,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
NL,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
PL,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
PT,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
RO,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
SE,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
SI,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
SK,2024,F,Construction,E_AI_TPVSG,Generacion de imagen/audio,,
AT,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,2.23,
BE,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.34,
BG,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,,u
CY,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.69,
CZ,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.38,
DE,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,5.26,
DK,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,3.02,
EE,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,2.32,
EL,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.23,
ES,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.21,
EU27_2020,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,2.54,
FI,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.71,
FR,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.7,
HR,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.77,
HU,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.67,
IE,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.81,
IT,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,3.0,
LT,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.86,
LU,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,4.4,
LV,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.7,
MT,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.0,
NL,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,2.56,
PL,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.8,
PT,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,1.2,
RO,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,0.03,
SE,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,3.13,
SI,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,2.73,
SK,2024,F,Construction,E_AI_TSR,Reconocimiento de voz,4.2,
AT,2024,F,Construction,E_AI_TTM,Mineria de texto,4.31,
BE,2024,F,Construction,E_AI_TTM,Mineria de texto,4.24,
BG,2024,F,Construction,E_AI_TTM,Mineria de texto,1.29,
CY,2024,F,Construction,E_AI_TTM,Mineria de texto,0.75,
CZ,2024,F,Construction,E_AI_TTM,Mineria de texto,0.96,
DE,2024,F,Construction,E_AI_TTM,Mineria de texto,4.81,
DK,2024,F,Construction,E_AI_TTM,Mineria de texto,7.04,
EE,2024,F,Construction,E_AI_TTM,Mineria de texto,3.0,
EL,2024,F,Construction,E_AI_TTM,Mineria de texto,1.37,
ES,2024,F,Construction,E_AI_TTM,Mineria de texto,1.5,
EU27_2020,2024,F,Construction,E_AI_TTM,Mineria de texto,2.81,
FI,2024,F,Construction,E_AI_TTM,Mineria de texto,6.02,
FR,2024,F,Construction,E_AI_TTM,Mineria de texto,0.1,
HR,2024,F,Construction,E_AI_TTM,Mineria de texto,3.08,
HU,2024,F,Construction,E_AI_TTM,Mineria de texto,2.06,
IE,2024,F,Construction,E_AI_TTM,Mineria de texto,2.09,
IT,2024,F,Construction,E_AI_TTM,Mineria de texto,2.9,
LT,2024,F,Construction,E_AI_TTM,Mineria de texto,2.73,
LU,2024,F,Construction,E_AI_TTM,Mineria de texto,16.17,
LV,2024,F,Construction,E_AI_TTM,Mineria de texto,3.95,
MT,2024,F,Construction,E_AI_TTM,Mineria de texto,4.11,
NL,2024,F,Construction,E_AI_TTM,Mineria de texto,6.14,
PL,2024,F,Construction,E_AI_TTM,Mineria de texto,0.32,
PT,2024,F,Construction,E_AI_TTM,Mineria de texto,1.33,
RO,2024,F,Construction,E_AI_TTM,Mineria de texto,0.1,
SE,2024,F,Construction,E_AI_TTM,Mineria de texto,8.11,
SI,2024,F,Construction,E_AI_TTM,Mineria de texto,1.01,
SK,2024,F,Construction,E_AI_TTM,Mineria de texto,4.1,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,15.67,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,22.48,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,6.13,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,4.1,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,12.72,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,16.29,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,27.34,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,10.49,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,10.45,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,9.58,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,12.11,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,21.65,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,9.77,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,10.17,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,6.84,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,11.71,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,8.22,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,7.68,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,20.16,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,6.71,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,10.21,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,23.15,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,5.54,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,5.77,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,3.63,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,22.47,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,23.46,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TANY,Cualquier IA,11.65,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.01,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,3.53,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,,u
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.11,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.18,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.74,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.91,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.29,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.4,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.8,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.8,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.21,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.78,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.56,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.71,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.71,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.41,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.73,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.4,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.19,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.49,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,1.51,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.34,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.64,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.41,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,2.69,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.52,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TAR,Robots autonomos,0.67,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.32,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,4.55,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.32,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,0.78,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.57,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.58,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,5.6,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.1,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.74,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.86,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.63,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,5.1,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.62,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.04,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.73,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.37,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.93,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.98,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.72,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,0.83,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.57,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,3.94,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,1.35,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.92,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,0.84,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,4.89,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,12.15,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TIR,Vision por computador,2.76,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,4.93,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,6.75,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.32,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.34,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.87,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.54,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,8.23,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.67,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.18,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.26,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.96,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,7.58,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.93,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.01,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.43,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.88,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.82,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.65,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.01,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,0.75,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,3.69,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.0,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.12,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.56,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,1.15,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,6.73,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,5.9,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TML,Machine learning,2.62,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,6.52,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,12.61,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,1.87,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.08,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,8.67,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,6.07,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,18.49,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,4.08,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,4.97,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.54,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.03,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,8.17,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.12,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.19,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.02,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,5.34,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.96,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,3.33,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,7.62,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,1.94,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.9,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,13.65,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,2.38,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,1.64,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,1.61,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,7.9,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,12.26,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TNLG,Generacion de lenguaje,4.29,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.06,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,10.27,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.31,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.25,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.75,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.06,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,11.69,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.9,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.11,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.17,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.24,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,6.92,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.98,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.37,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.95,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.44,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.15,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,3.76,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.43,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.57,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.17,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.87,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,2.26,
PT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,1.93,
RO,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,0.64,
SE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,7.68,
SI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,4.73,
SK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPA,Automatizacion de procesos,5.01,
AT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
BE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
BG,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
CY,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
CZ,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
DE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
DK,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
EE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
EL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
ES,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
EU27_2020,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
FI,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
FR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
HR,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
HU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
IE,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
IT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
LT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
LU,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
LV,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
MT,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
NL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
PL,2024,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,E_AI_TPVSG,Generacion de imagen/audio,,
