pais,anio,tecnologia_cod,tecnologia,pct,flag
AT,2021,E_AI_TANY,Cualquier IA,8.83,
BE,2021,E_AI_TANY,Cualquier IA,10.32,
BG,2021,E_AI_TANY,Cualquier IA,3.29,
CY,2021,E_AI_TANY,Cualquier IA,2.59,
CZ,2021,E_AI_TANY,Cualquier IA,4.46,
DE,2021,E_AI_TANY,Cualquier IA,10.56,
DK,2021,E_AI_TANY,Cualquier IA,23.89,
EE,2021,E_AI_TANY,Cualquier IA,2.77,
EL,2021,E_AI_TANY,Cualquier IA,2.61,
ES,2021,E_AI_TANY,Cualquier IA,7.67,
EU27_2020,2021,E_AI_TANY,Cualquier IA,7.65,
FI,2021,E_AI_TANY,Cualquier IA,15.79,
FR,2021,E_AI_TANY,Cualquier IA,6.67,
HR,2021,E_AI_TANY,Cualquier IA,8.74,
HU,2021,E_AI_TANY,Cualquier IA,2.98,
IE,2021,E_AI_TANY,Cualquier IA,7.88,
IT,2021,E_AI_TANY,Cualquier IA,6.17,
LT,2021,E_AI_TANY,Cualquier IA,4.45,
LU,2021,E_AI_TANY,Cualquier IA,13.0,
LV,2021,E_AI_TANY,Cualquier IA,3.72,
MT,2021,E_AI_TANY,Cualquier IA,10.16,
NL,2021,E_AI_TANY,Cualquier IA,13.1,
PL,2021,E_AI_TANY,Cualquier IA,2.86,
PT,2021,E_AI_TANY,Cualquier IA,7.2,
RO,2021,E_AI_TANY,Cualquier IA,1.38,
SE,2021,E_AI_TANY,Cualquier IA,9.92,
SI,2021,E_AI_TANY,Cualquier IA,11.73,
SK,2021,E_AI_TANY,Cualquier IA,5.19,
AT,2021,E_AI_TAR,Robots autonomos,1.02,
BE,2021,E_AI_TAR,Robots autonomos,1.71,
BG,2021,E_AI_TAR,Robots autonomos,0.27,
CY,2021,E_AI_TAR,Robots autonomos,0.13,
CZ,2021,E_AI_TAR,Robots autonomos,0.39,
DE,2021,E_AI_TAR,Robots autonomos,0.95,
DK,2021,E_AI_TAR,Robots autonomos,3.61,
EE,2021,E_AI_TAR,Robots autonomos,0.42,
EL,2021,E_AI_TAR,Robots autonomos,0.3,
ES,2021,E_AI_TAR,Robots autonomos,0.96,
EU27_2020,2021,E_AI_TAR,Robots autonomos,0.89,
FI,2021,E_AI_TAR,Robots autonomos,2.19,
FR,2021,E_AI_TAR,Robots autonomos,0.84,
HR,2021,E_AI_TAR,Robots autonomos,0.48,
HU,2021,E_AI_TAR,Robots autonomos,0.49,
IE,2021,E_AI_TAR,Robots autonomos,0.55,
IT,2021,E_AI_TAR,Robots autonomos,0.72,
LT,2021,E_AI_TAR,Robots autonomos,0.94,
LU,2021,E_AI_TAR,Robots autonomos,1.11,
LV,2021,E_AI_TAR,Robots autonomos,0.65,
MT,2021,E_AI_TAR,Robots autonomos,1.48,
NL,2021,E_AI_TAR,Robots autonomos,2.23,
PL,2021,E_AI_TAR,Robots autonomos,0.41,
PT,2021,E_AI_TAR,Robots autonomos,0.94,
RO,2021,E_AI_TAR,Robots autonomos,0.34,
SE,2021,E_AI_TAR,Robots autonomos,1.23,
SI,2021,E_AI_TAR,Robots autonomos,0.59,
SK,2021,E_AI_TAR,Robots autonomos,0.34,
AT,2021,E_AI_TIR,Vision por computador,2.13,
BE,2021,E_AI_TIR,Vision por computador,3.54,
BG,2021,E_AI_TIR,Vision por computador,0.86,
CY,2021,E_AI_TIR,Vision por computador,0.96,
CZ,2021,E_AI_TIR,Vision por computador,1.61,
DE,2021,E_AI_TIR,Vision por computador,2.65,
DK,2021,E_AI_TIR,Vision por computador,4.0,
EE,2021,E_AI_TIR,Vision por computador,1.18,
EL,2021,E_AI_TIR,Vision por computador,0.4,
ES,2021,E_AI_TIR,Vision por computador,3.09,
EU27_2020,2021,E_AI_TIR,Vision por computador,2.12,
FI,2021,E_AI_TIR,Vision por computador,4.31,
FR,2021,E_AI_TIR,Vision por computador,1.55,
HR,2021,E_AI_TIR,Vision por computador,2.24,
HU,2021,E_AI_TIR,Vision por computador,0.95,
IE,2021,E_AI_TIR,Vision por computador,2.0,
IT,2021,E_AI_TIR,Vision por computador,1.77,
LT,2021,E_AI_TIR,Vision por computador,1.53,
LU,2021,E_AI_TIR,Vision por computador,2.85,
LV,2021,E_AI_TIR,Vision por computador,1.74,
MT,2021,E_AI_TIR,Vision por computador,4.13,
NL,2021,E_AI_TIR,Vision por computador,3.77,
PL,2021,E_AI_TIR,Vision por computador,0.74,
PT,2021,E_AI_TIR,Vision por computador,2.36,
RO,2021,E_AI_TIR,Vision por computador,0.52,
SE,2021,E_AI_TIR,Vision por computador,2.11,
SI,2021,E_AI_TIR,Vision por computador,7.59,
SK,2021,E_AI_TIR,Vision por computador,1.82,
AT,2021,E_AI_TML,Machine learning,3.69,
BE,2021,E_AI_TML,Machine learning,4.42,
BG,2021,E_AI_TML,Machine learning,0.94,
CY,2021,E_AI_TML,Machine learning,1.43,
CZ,2021,E_AI_TML,Machine learning,1.4,
DE,2021,E_AI_TML,Machine learning,2.87,
DK,2021,E_AI_TML,Machine learning,8.84,
EE,2021,E_AI_TML,Machine learning,1.08,
EL,2021,E_AI_TML,Machine learning,1.16,
ES,2021,E_AI_TML,Machine learning,2.32,
EU27_2020,2021,E_AI_TML,Machine learning,2.44,
FI,2021,E_AI_TML,Machine learning,6.1,
FR,2021,E_AI_TML,Machine learning,2.41,
HR,2021,E_AI_TML,Machine learning,2.5,
HU,2021,E_AI_TML,Machine learning,0.72,
IE,2021,E_AI_TML,Machine learning,3.53,
IT,2021,E_AI_TML,Machine learning,1.45,
LT,2021,E_AI_TML,Machine learning,1.19,
LU,2021,E_AI_TML,Machine learning,3.48,
LV,2021,E_AI_TML,Machine learning,1.08,
MT,2021,E_AI_TML,Machine learning,4.47,
NL,2021,E_AI_TML,Machine learning,6.05,
PL,2021,E_AI_TML,Machine learning,0.74,
PT,2021,E_AI_TML,Machine learning,1.98,
RO,2021,E_AI_TML,Machine learning,0.51,
SE,2021,E_AI_TML,Machine learning,4.43,
SI,2021,E_AI_TML,Machine learning,3.21,
SK,2021,E_AI_TML,Machine learning,0.89,
AT,2021,E_AI_TNLG,Generacion de lenguaje,1.01,
BE,2021,E_AI_TNLG,Generacion de lenguaje,2.12,
BG,2021,E_AI_TNLG,Generacion de lenguaje,0.36,
CY,2021,E_AI_TNLG,Generacion de lenguaje,0.52,
CZ,2021,E_AI_TNLG,Generacion de lenguaje,0.79,
DE,2021,E_AI_TNLG,Generacion de lenguaje,1.57,
DK,2021,E_AI_TNLG,Generacion de lenguaje,5.15,
EE,2021,E_AI_TNLG,Generacion de lenguaje,0.58,
EL,2021,E_AI_TNLG,Generacion de lenguaje,0.14,
ES,2021,E_AI_TNLG,Generacion de lenguaje,1.45,
EU27_2020,2021,E_AI_TNLG,Generacion de lenguaje,1.3,
FI,2021,E_AI_TNLG,Generacion de lenguaje,2.45,
FR,2021,E_AI_TNLG,Generacion de lenguaje,1.06,
HR,2021,E_AI_TNLG,Generacion de lenguaje,2.06,
HU,2021,E_AI_TNLG,Generacion de lenguaje,0.43,
IE,2021,E_AI_TNLG,Generacion de lenguaje,1.14,
IT,2021,E_AI_TNLG,Generacion de lenguaje,1.35,
LT,2021,E_AI_TNLG,Generacion de lenguaje,0.87,
LU,2021,E_AI_TNLG,Generacion de lenguaje,2.55,
LV,2021,E_AI_TNLG,Generacion de lenguaje,0.8,
MT,2021,E_AI_TNLG,Generacion de lenguaje,2.13,
NL,2021,E_AI_TNLG,Generacion de lenguaje,2.15,
PL,2021,E_AI_TNLG,Generacion de lenguaje,0.33,
PT,2021,E_AI_TNLG,Generacion de lenguaje,0.99,
RO,2021,E_AI_TNLG,Generacion de lenguaje,0.34,
SE,2021,E_AI_TNLG,Generacion de lenguaje,2.33,
SI,2021,E_AI_TNLG,Generacion de lenguaje,3.46,
SK,2021,E_AI_TNLG,Generacion de lenguaje,0.71,
AT,2021,E_AI_TPA,Automatizacion de procesos,2.6,
BE,2021,E_AI_TPA,Automatizacion de procesos,3.18,
BG,2021,E_AI_TPA,Automatizacion de procesos,1.79,
CY,2021,E_AI_TPA,Automatizacion de procesos,0.83,
CZ,2021,E_AI_TPA,Automatizacion de procesos,1.42,
DE,2021,E_AI_TPA,Automatizacion de procesos,3.49,
DK,2021,E_AI_TPA,Automatizacion de procesos,16.94,
EE,2021,E_AI_TPA,Automatizacion de procesos,0.66,
EL,2021,E_AI_TPA,Automatizacion de procesos,1.04,
ES,2021,E_AI_TPA,Automatizacion de procesos,3.0,
EU27_2020,2021,E_AI_TPA,Automatizacion de procesos,2.85,
FI,2021,E_AI_TPA,Automatizacion de procesos,8.62,
FR,2021,E_AI_TPA,Automatizacion de procesos,2.1,
HR,2021,E_AI_TPA,Automatizacion de procesos,3.19,
HU,2021,E_AI_TPA,Automatizacion de procesos,1.14,
IE,2021,E_AI_TPA,Automatizacion de procesos,3.0,
IT,2021,E_AI_TPA,Automatizacion de procesos,1.89,
LT,2021,E_AI_TPA,Automatizacion de procesos,2.31,
LU,2021,E_AI_TPA,Automatizacion de procesos,3.48,
LV,2021,E_AI_TPA,Automatizacion de procesos,1.61,
MT,2021,E_AI_TPA,Automatizacion de procesos,4.11,
NL,2021,E_AI_TPA,Automatizacion de procesos,6.42,
PL,2021,E_AI_TPA,Automatizacion de procesos,1.44,
PT,2021,E_AI_TPA,Automatizacion de procesos,2.67,
RO,2021,E_AI_TPA,Automatizacion de procesos,0.66,
SE,2021,E_AI_TPA,Automatizacion de procesos,4.57,
SI,2021,E_AI_TPA,Automatizacion de procesos,2.12,
SK,2021,E_AI_TPA,Automatizacion de procesos,1.61,
AT,2021,E_AI_TPVSG,Generacion de imagen/audio,,
BE,2021,E_AI_TPVSG,Generacion de imagen/audio,,
BG,2021,E_AI_TPVSG,Generacion de imagen/audio,,
CY,2021,E_AI_TPVSG,Generacion de imagen/audio,,
CZ,2021,E_AI_TPVSG,Generacion de imagen/audio,,
DE,2021,E_AI_TPVSG,Generacion de imagen/audio,,
DK,2021,E_AI_TPVSG,Generacion de imagen/audio,,
EE,2021,E_AI_TPVSG,Generacion de imagen/audio,,
EL,2021,E_AI_TPVSG,Generacion de imagen/audio,,
ES,2021,E_AI_TPVSG,Generacion de imagen/audio,,
EU27_2020,2021,E_AI_TPVSG,Generacion de imagen/audio,,
FI,2021,E_AI_TPVSG,Generacion de imagen/audio,,
FR,2021,E_AI_TPVSG,Generacion de imagen/audio,,
HR,2021,E_AI_TPVSG,Generacion de imagen/audio,,
HU,2021,E_AI_TPVSG,Generacion de imagen/audio,,
IE,2021,E_AI_TPVSG,Generacion de imagen/audio,,
IT,2021,E_AI_TPVSG,Generacion de imagen/audio,,
LT,2021,E_AI_TPVSG,Generacion de imagen/audio,,
LU,2021,E_AI_TPVSG,Generacion de imagen/audio,,
LV,2021,E_AI_TPVSG,Generacion de imagen/audio,,
MT,2021,E_AI_TPVSG,Generacion de imagen/audio,,
NL,2021,E_AI_TPVSG,Generacion de imagen/audio,,
PL,2021,E_AI_TPVSG,Generacion de imagen/audio,,
PT,2021,E_AI_TPVSG,Generacion de imagen/audio,,
RO,2021,E_AI_TPVSG,Generacion de imagen/audio,,
SE,2021,E_AI_TPVSG,Generacion de imagen/audio,,
SI,2021,E_AI_TPVSG,Generacion de imagen/audio,,
SK,2021,E_AI_TPVSG,Generacion de imagen/audio,,
AT,2021,E_AI_TSR,Reconocimiento de voz,2.11,
BE,2021,E_AI_TSR,Reconocimiento de voz,2.26,
BG,2021,E_AI_TSR,Reconocimiento de voz,0.58,
CY,2021,E_AI_TSR,Reconocimiento de voz,0.48,
CZ,2021,E_AI_TSR,Reconocimiento de voz,1.36,
DE,2021,E_AI_TSR,Reconocimiento de voz,4.49,
DK,2021,E_AI_TSR,Reconocimiento de voz,3.82,
EE,2021,E_AI_TSR,Reconocimiento de voz,0.45,
EL,2021,E_AI_TSR,Reconocimiento de voz,0.47,
ES,2021,E_AI_TSR,Reconocimiento de voz,2.4,
EU27_2020,2021,E_AI_TSR,Reconocimiento de voz,2.31,
FI,2021,E_AI_TSR,Reconocimiento de voz,3.04,
FR,2021,E_AI_TSR,Reconocimiento de voz,1.43,
HR,2021,E_AI_TSR,Reconocimiento de voz,2.09,
HU,2021,E_AI_TSR,Reconocimiento de voz,0.72,
IE,2021,E_AI_TSR,Reconocimiento de voz,1.89,
IT,2021,E_AI_TSR,Reconocimiento de voz,1.89,
LT,2021,E_AI_TSR,Reconocimiento de voz,0.83,
LU,2021,E_AI_TSR,Reconocimiento de voz,3.56,
LV,2021,E_AI_TSR,Reconocimiento de voz,0.83,
MT,2021,E_AI_TSR,Reconocimiento de voz,1.93,
NL,2021,E_AI_TSR,Reconocimiento de voz,2.78,
PL,2021,E_AI_TSR,Reconocimiento de voz,0.74,
PT,2021,E_AI_TSR,Reconocimiento de voz,1.06,
RO,2021,E_AI_TSR,Reconocimiento de voz,0.46,
SE,2021,E_AI_TSR,Reconocimiento de voz,2.18,
SI,2021,E_AI_TSR,Reconocimiento de voz,1.49,
SK,2021,E_AI_TSR,Reconocimiento de voz,1.08,
AT,2021,E_AI_TTM,Mineria de texto,4.95,
BE,2021,E_AI_TTM,Mineria de texto,4.55,
BG,2021,E_AI_TTM,Mineria de texto,1.28,
CY,2021,E_AI_TTM,Mineria de texto,0.81,
CZ,2021,E_AI_TTM,Mineria de texto,1.73,
DE,2021,E_AI_TTM,Mineria de texto,2.88,
DK,2021,E_AI_TTM,Mineria de texto,8.22,
EE,2021,E_AI_TTM,Mineria de texto,0.86,
EL,2021,E_AI_TTM,Mineria de texto,0.35,
ES,2021,E_AI_TTM,Mineria de texto,2.31,
EU27_2020,2021,E_AI_TTM,Mineria de texto,2.48,
FI,2021,E_AI_TTM,Mineria de texto,5.27,
FR,2021,E_AI_TTM,Mineria de texto,2.12,
HR,2021,E_AI_TTM,Mineria de texto,3.32,
HU,2021,E_AI_TTM,Mineria de texto,0.95,
IE,2021,E_AI_TTM,Mineria de texto,2.65,
IT,2021,E_AI_TTM,Mineria de texto,2.34,
LT,2021,E_AI_TTM,Mineria de texto,1.6,
LU,2021,E_AI_TTM,Mineria de texto,8.49,
LV,2021,E_AI_TTM,Mineria de texto,1.8,
MT,2021,E_AI_TTM,Mineria de texto,3.09,
NL,2021,E_AI_TTM,Mineria de texto,3.94,
PL,2021,E_AI_TTM,Mineria de texto,0.75,
PT,2021,E_AI_TTM,Mineria de texto,2.49,
RO,2021,E_AI_TTM,Mineria de texto,0.91,
SE,2021,E_AI_TTM,Mineria de texto,3.49,
