pais,anio,ind_type,sexo,grupo,indic_is,indicador,pct,flag
SK,2025,M_Y16_74,Hombres,16-74,I_DSK2_AB,Por encima de basicas,23.87,
AT,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,32.11,
BE,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,31.4,
BG,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.43,
CY,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,37.47,
CZ,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,31.32,
DE,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,34.68,
DK,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.76,
EE,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,29.02,
EL,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,23.62,
ES,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.28,
EU27_2020,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,28.15,
FI,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,24.15,
FR,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,29.02,
HR,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,38.45,
HU,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,23.1,
IE,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,22.78,
IT,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,22.44,
LT,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.23,
LU,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,32.06,
LV,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.56,
MT,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,30.78,
NL,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,25.48,
PL,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,27.5,
PT,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.38,
RO,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,21.54,
SE,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,28.0,
SI,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,26.29,
SK,2025,M_Y16_74,Hombres,16-74,I_DSK2_B,Basicas,31.54,
